id,id_passenger,date_created,date_close
7249391597,396051582,2021-07-29T11:17:54.195Z,2021-07-30T11:16:47.967Z
7250910494,1392893110,2021-07-29T17:08:03.357Z,2021-07-30T11:24:28.792Z
7251478065,1261110286,2021-07-29T19:19:54.011Z,2021-07-30T11:18:30.256Z
7251114021,818178034,2021-07-29T17:49:31.176Z,2021-07-30T11:31:07.431Z
7248117811,1399514028,2021-07-29T05:15:44.336Z,2021-07-30T11:33:53.361Z
7250917647,1392788759,2021-07-29T17:09:37.432Z,2021-07-30T11:40:09.133Z
7251445497,513269725,2021-07-29T19:11:06.320Z,2021-07-30T11:30:50.062Z
7251450764,1523051076,2021-07-29T19:12:22.278Z,2021-07-30T11:13:54.302Z
7251477582,672206717,2021-07-29T19:19:47.916Z,2021-07-30T12:25:57.383Z
7251313707,1400703266,2021-07-29T18:35:04.340Z,2021-07-30T13:54:22.533Z
7251389170,1251395822,2021-07-29T18:55:16.563Z,2021-07-30T13:59:16.942Z
7250770263,490311309,2021-07-29T16:40:27.264Z,2021-07-30T12:05:03.931Z
7250214514,400491916,2021-07-29T14:45:05.157Z,2021-07-30T12:02:44.382Z
7249099451,462701396,2021-07-29T09:53:53.509Z,2021-07-30T11:56:58.167Z
7249160884,1324765776,2021-07-29T10:12:04.320Z,2021-07-30T11:43:59.723Z
7251365296,582843644,2021-07-29T18:48:46.665Z,2021-07-30T11:48:04.912Z
7248699274,1395654904,2021-07-29T08:00:36.890Z,2021-07-30T14:09:46.487Z
7250755175,497852549,2021-07-29T16:37:32.845Z,2021-07-30T14:08:58.420Z
7251502744,1518482517,2021-07-29T19:27:06.400Z,2021-07-30T14:24:38.704Z
7251306761,508068551,2021-07-29T18:33:22.620Z,2021-07-30T14:01:13.348Z
7249826136,1522506758,2021-07-29T13:13:12.899Z,2021-07-30T14:27:03.904Z
7249336351,1522844467,2021-07-29T11:01:32.248Z,2021-07-30T12:57:19.876Z
7250440098,1522947001,2021-07-29T15:34:22.181Z,2021-07-30T13:50:29.343Z
7250153150,1522489255,2021-07-29T14:31:14.773Z,2021-07-30T14:19:11.189Z
7251489887,1440762044,2021-07-29T19:23:17.245Z,2021-07-30T14:30:32.965Z
7251009739,1493772490,2021-07-29T17:27:44.763Z,2021-07-30T14:41:40.001Z
7250991477,722911666,2021-07-29T17:24:00.545Z,2021-07-30T12:14:59.246Z
7248415477,795911688,2021-07-29T06:47:55.893Z,2021-07-30T12:37:21.955Z
7249853851,1393390784,2021-07-29T13:20:09.186Z,2021-07-30T12:38:57.083Z
7250104689,476984097,2021-07-29T14:19:34.163Z,2021-07-30T12:38:13.386Z
7250238641,1325228904,2021-07-29T14:50:29.483Z,2021-07-30T12:20:25.488Z
7251122968,1420116439,2021-07-29T17:51:12.652Z,2021-07-30T12:26:45.174Z
7250609976,472688157,2021-07-29T16:09:02.500Z,2021-07-30T12:11:32.503Z
7250638979,1313364032,2021-07-29T16:15:03.843Z,2021-07-30T12:14:18.298Z
7249915583,1311330188,2021-07-29T13:35:00.910Z,2021-07-29T13:59:18.087Z
7249353118,1496857411,2021-07-29T11:06:34.997Z,2021-07-30T14:34:06.569Z
7251069171,1511697126,2021-07-29T17:40:03.877Z,2021-07-29T18:13:47.628Z
7249617503,748973564,2021-07-29T12:19:55.440Z,2021-07-30T15:02:58.600Z
7250190134,411117801,2021-07-29T14:39:30.738Z,2021-07-30T15:07:36.317Z
7251488737,1523052065,2021-07-29T19:22:53.828Z,2021-07-30T13:11:08.871Z
7249304036,1365437412,2021-07-29T10:52:02.462Z,2021-07-30T12:41:20.046Z
7251253401,1523030514,2021-07-29T18:20:26.088Z,2021-07-30T12:41:16.408Z
7248807052,608818901,2021-07-29T08:30:35.571Z,2021-07-30T12:41:44.598Z
7248848544,1396866107,2021-07-29T08:41:27.096Z,2021-07-30T12:58:53.654Z
7249788623,1416409667,2021-07-29T13:03:43.895Z,2021-07-30T12:49:41.203Z
7250984738,1481486718,2021-07-29T17:22:38.661Z,2021-07-30T15:19:58.344Z
7249881267,327317416,2021-07-29T13:27:02.382Z,2021-07-30T15:36:06.477Z
7249113918,1329436133,2021-07-29T09:58:12.431Z,2021-07-30T13:28:36.745Z
7249533047,1297604915,2021-07-29T11:56:53.746Z,2021-07-30T13:22:33.345Z
7251382316,1233977554,2021-07-29T18:53:22.670Z,2021-07-30T13:12:18.215Z
7251325046,1436787115,2021-07-29T18:38:09.706Z,2021-07-30T13:37:37.063Z
7250351916,482364533,2021-07-29T15:15:36.058Z,2021-07-30T13:40:54.311Z
7251038535,1489475837,2021-07-29T17:33:55.596Z,2021-07-30T13:23:31.032Z
7249562602,465666740,2021-07-29T12:04:52.693Z,2021-07-30T15:44:30.219Z
7248952504,204332322,2021-07-29T09:10:46.327Z,2021-07-30T14:51:19.180Z
7248409037,1392547512,2021-07-29T06:46:15.657Z,2021-07-30T16:02:48.574Z
7251006542,1523006387,2021-07-29T17:27:07.841Z,2021-07-30T14:00:41.369Z
7251319894,463063853,2021-07-29T18:36:47.773Z,2021-07-30T14:09:04.719Z
7249749431,1432136699,2021-07-29T12:53:52.419Z,2021-07-30T13:46:10.994Z
7250919602,1467533331,2021-07-29T17:10:04.203Z,2021-07-30T16:15:24.380Z
7248394846,584735095,2021-07-29T06:42:58.821Z,2021-07-30T16:18:34.280Z
7251240337,1492940235,2021-07-29T18:17:20.053Z,2021-07-30T16:11:05.696Z
7251430018,476798901,2021-07-29T19:06:36.308Z,2021-07-30T16:25:15.480Z
7249270709,321421297,2021-07-29T10:42:51.039Z,2021-07-30T16:45:31.273Z
7250436372,465854719,2021-07-29T15:33:32.816Z,2021-07-30T16:05:28.072Z
7247832128,1239844279,2021-07-29T01:29:53.061Z,2021-07-29T01:37:18.337Z
7247958007,1239844279,2021-07-29T03:23:21.035Z,2021-07-29T03:36:59.308Z
7248152265,1478734239,2021-07-29T05:30:43.206Z,2021-07-30T15:02:54.483Z
7249139402,295787038,2021-07-29T10:06:03.246Z,2021-07-30T17:20:08.773Z
7251350116,563220067,2021-07-29T18:44:50.201Z,2021-07-30T15:34:53.368Z
7249523755,581143668,2021-07-29T11:54:04.498Z,2021-07-30T15:18:37.968Z
7249507218,1203162016,2021-07-29T11:49:31.846Z,2021-07-30T18:07:52.353Z
7249503308,1203162016,2021-07-29T11:48:29.647Z,2021-07-30T18:08:05.453Z
7249301644,500142429,2021-07-29T10:51:20.304Z,2021-07-30T15:59:19.337Z
7249597562,1320274106,2021-07-29T12:14:30.891Z,2021-07-30T18:20:38.358Z
7249973451,462465025,2021-07-29T13:47:56.507Z,2021-07-30T17:23:33.405Z
7249130317,489960237,2021-07-29T10:03:20.773Z,2021-07-30T18:40:38.529Z
7248632551,524332150,2021-07-29T07:43:36.254Z,2021-07-29T07:56:13.864Z
7250953550,1394035037,2021-07-29T17:16:30.929Z,2021-07-30T19:03:53.945Z
7247805793,512423049,2021-07-29T01:07:28.794Z,2021-07-30T17:00:42.175Z
7249759091,1475636760,2021-07-29T12:56:20.745Z,2021-07-30T19:23:12.707Z
7248332677,1522488197,2021-07-29T06:27:48.968Z,2021-07-30T18:12:18.701Z
7250766054,574530225,2021-07-29T16:39:40.166Z,2021-07-30T19:46:06.945Z
7249842374,658734398,2021-07-29T13:17:19.682Z,2021-07-29T13:25:02.637Z
7250381793,1520119128,2021-07-29T15:22:00.860Z,2021-07-30T19:23:51.751Z
7249244742,1396879171,2021-07-29T10:35:47.422Z,2021-07-30T20:03:07.221Z
7249414666,1287251396,2021-07-29T11:24:32.915Z,2021-07-30T17:58:45.452Z
7248959036,474739251,2021-07-29T09:12:51.239Z,2021-07-30T20:23:51.037Z
7250820978,1521582181,2021-07-29T16:50:07.784Z,2021-07-29T17:08:50.586Z
7250641003,1521582181,2021-07-29T16:15:25.258Z,2021-07-29T16:27:41.787Z
7249827677,1521582181,2021-07-29T13:13:37.062Z,2021-07-29T13:32:42.250Z
7251452512,575066999,2021-07-29T19:12:49.804Z,2021-07-30T21:18:08.135Z
7249479112,1517399102,2021-07-29T11:42:28.352Z,2021-07-30T21:18:42.572Z
7250942970,396895383,2021-07-29T17:14:37.637Z,2021-07-30T21:33:47.083Z
7251262394,1421560356,2021-07-29T18:22:22.026Z,2021-07-30T21:46:09.552Z
7249306175,1495142738,2021-07-29T10:52:32.595Z,2021-07-30T21:42:26.419Z
7248890427,464782643,2021-07-29T08:52:56.696Z,2021-07-30T19:11:07.530Z
7250645304,547322122,2021-07-29T16:16:12.418Z,2021-07-30T18:40:35.973Z
7248257237,1365738712,2021-07-29T06:06:15.885Z,2021-07-30T19:22:43.247Z
7250525842,1310984429,2021-07-29T15:51:34.240Z,2021-07-30T20:17:39.830Z
7248342659,130638114,2021-07-29T06:30:20.337Z,2021-07-30T20:03:03.465Z
7251449039,746776420,2021-07-29T19:11:55.162Z,2021-07-30T21:42:49.815Z
7249086962,478193598,2021-07-29T09:49:57.156Z,2021-07-30T20:51:49.078Z
7248957932,1270168583,2021-07-29T09:12:29.398Z,2021-07-30T21:44:25.709Z
7249042158,1391934332,2021-07-29T09:37:02.689Z,2021-07-30T21:36:24.375Z
7250727138,470375691,2021-07-29T16:32:10.494Z,2021-07-30T21:14:44.430Z
7250191583,1522928095,2021-07-29T14:39:49.080Z,2021-07-31T00:16:02.771Z
7250208580,1522928095,2021-07-29T14:43:43.347Z,2021-07-31T00:15:11.541Z
7251202847,479385343,2021-07-29T18:09:07.768Z,2021-07-30T22:21:09.897Z
7251438643,475368922,2021-07-29T19:09:02.257Z,2021-07-30T22:34:09.606Z
7249154651,295787038,2021-07-29T10:10:16.686Z,2021-07-30T22:25:08.537Z
7248121445,1481255522,2021-07-29T05:17:36.184Z,2021-07-31T00:00:09.246Z
7248708336,1518090942,2021-07-29T08:03:01.614Z,2021-07-31T02:15:28.199Z
7247994807,474717148,2021-07-29T03:51:35.690Z,2021-07-31T02:10:16.414Z
7250718605,1318757003,2021-07-29T16:30:22.748Z,2021-07-31T00:19:16.536Z
7248730002,1392056830,2021-07-29T08:09:09.115Z,2021-07-31T01:49:57.075Z
7249673485,708691847,2021-07-29T12:34:49.604Z,2021-07-31T02:53:01.094Z
7247707146,1473897178,2021-07-29T00:02:49.219Z,2021-07-31T01:09:27.807Z
7251073173,566740424,2021-07-29T17:40:52.216Z,2021-07-31T03:14:47.435Z
7249629440,1522869054,2021-07-29T12:22:54.803Z,2021-07-31T02:59:20.680Z
7250954700,567977295,2021-07-29T17:16:41.658Z,2021-07-31T03:19:02.200Z
7249103315,788143737,2021-07-29T09:55:01.829Z,2021-07-31T02:28:50.590Z
7249903117,609512052,2021-07-29T13:32:10.287Z,2021-07-31T02:21:45.195Z
7248675285,1422219835,2021-07-29T07:54:05.088Z,2021-07-31T02:16:37.422Z
7250870865,82880569,2021-07-29T17:00:15.414Z,2021-07-31T02:51:30.397Z
